DURAK_ADI,display_name
Minibüs Durağı,"Satmazlı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Geredeli Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Kızılcaköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Barbaros Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34746, Türkiye"
Minibüs Durağı,"Yunus Emre Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Soğukpınar Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Ihlamurkuyu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
ÜMRANİYE SON DURAK,"İstiklal Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
HUZUR MAH. MUH.,"Huzur Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Küçük Çamlıca Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34694, Türkiye"
ÇAMLICA CADDESİ,"Huzur Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Küçük Çamlıca Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34694, Türkiye"
Minibüs Durağı,"Küçük Çamlıca Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34694, Türkiye"
Minibüs Durağı,"Küçük Çamlıca Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34694, Türkiye"
Minibüs Durağı,"Küçük Çamlıca Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34694, Türkiye"
Minibüs Durağı,"Küçük Çamlıca Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34694, Türkiye"
KAVACIK MEZARLIK,"Rüzgarlıbahçe Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
NAİL BEY SOKAK,"Esenkent Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
NİL CADDESİ,"Zümrütevler Mahallesi, İstanbul, Marmara Bölgesi, 34852, Türkiye"
120.YIL İÖO,"Başıbüyük Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
120.YIL İÖO,"Başıbüyük Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
A.KAHVECİ BULVARI,"Fatih Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
F.S.MEHMET İÖO,"Fatih Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
ÖZLEM CADDESİ,"Pınartepe Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
YEŞİLVADİ,"Başak Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34480, Türkiye"
OBA,"Ekinoba Mahallesi, İstanbul, Marmara Bölgesi, 34535, Türkiye"
FATİH SOKAK,"Merkez Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
PARLAMENTERLER SİT.,"Adnan Kahveci Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
BEYLİKDÜZÜ,"Barış Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
ATATÜRK BULVARI,"Barış Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
CUMHURRİYET PARKI,"Barbaros Hayrettin Paşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MERTER ÇEŞME CAD.,"Cumhuriyet Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MERTER ÇEŞME CADDESİ,"Barbaros Hayrettin Paşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
YILDIRIM BEYAZIT CAD,"Mevlana Mahallesi, İstanbul, Marmara Bölgesi, 34515, Türkiye"
BALTALİMANI,"Baltalimanı Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34470, Türkiye"
BALTALİMANI,"Baltalimanı Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34470, Türkiye"
TERSANE,"İstinye Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34460, Türkiye"
TERSANE,"İstinye Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34460, Türkiye"
GERME,"Baklalı Mahallesi, İstanbul, Marmara Bölgesi, 34277, Türkiye"
TERKOS,"Terkos Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KARABURUN LİMANI,"Karaburun Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ATATÜRK CADDESİ,"Başıbüyük Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
UÇAN SOKAK,"Esenkent Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MİMOZA EVLERİ,"Yayla Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MİMOZA EVLERİ,"Yayla Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
YANYOL,"Kozyatağı Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34742, Türkiye"
PAÇACI,"Kaynarca Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
YILDIZTEPE CAMİİ,"Ahmet Yesevi Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34903, Türkiye"
ZEYTİN SOKAK,"Kaynarca Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
ZEYTİN SOKAK,"Kaynarca Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
AKDAĞ CADDESİ,"Tatlısu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
VURAL SİTESİ,"Mehmet Akif Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
VURAL SİTESİ,"Tatlısu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
OSMANGAZİ CAD.,"Tatlısu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
ERTUĞRUL GAZİ,"Esenkent Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ULUCAMİİ,"Esenkent Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
PENDİK KÖPRÜSÜ,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
PENDİK KÖPRÜSÜ,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
CUMHURİYET MAH.,"Cumhuriyet Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
İSMAİL DEDE CAD,"Cumhuriyet Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
FATİH PARK ORMAN,"Maslak Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34485, Türkiye"
FATİH PARK ORMAN,"Darüşşafaka Mahallesi, İstanbul, Marmara Bölgesi, 34453, Türkiye"
ATATÜRK OTO SANAYİ,"Darüşşafaka Mahallesi, İstanbul, Marmara Bölgesi, 34453, Türkiye"
FAKÜLTE,"Maslak Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34485, Türkiye"
FAKÜLTE,"Darüşşafaka Mahallesi, İstanbul, Marmara Bölgesi, 34453, Türkiye"
FEVZİYE MEKTEPLERİ,"Maslak Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34485, Türkiye"
MASLAK,"Maslak Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34485, Türkiye"
MASLAK,"Pınar Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34460, Türkiye"
İTÜ REKTÖRLÜĞÜ,"Maslak Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34485, Türkiye"
İTÜ REKTÖRLÜĞÜ,"Reşitpaşa Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34467, Türkiye"
MASLAK KAVŞAĞI,"Huzur Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34485, Türkiye"
SEYRANTEPE YOLU,"Huzur Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34485, Türkiye"
OTO SANAYİ,"Konaklar Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34330, Türkiye"
SANAYİ MAHALLESİ,"Sultan Selim Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, Türkiye"
İSTİNYE DEVLET HAST.,"İstinye Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34460, Türkiye"
İSTİNYE DEVLET HAST.,"İstinye Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34460, Türkiye"
İSTİNYE İSKELE,"İstinye Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34460, Türkiye"
YALILAR,"Yeniköy Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye"
YENİKÖY CADDESİ,"Yeniköy Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye"
YENİKÖY CADDESİ,"Yeniköy Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye"
TİCARET LİSESİ,"Atakent Mahallesi, İstanbul, Marmara Bölgesi, 34307, Türkiye"
CUMHURİYET CADDESİ,"Atakent Mahallesi, İstanbul, Marmara Bölgesi, 34307, Türkiye"
ORKİDE,"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34303, Türkiye"
SİTELER,"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34303, Türkiye"
FATİH CADDESİ,"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34303, Türkiye"
TOPLU KONUT YOLU,"Atakent Mahallesi, İstanbul, Marmara Bölgesi, 34307, Türkiye"
ORMAN İŞLETMESİ,"Mimar Sinan Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
GÖKTÜRK CAMİİ,"Göktürk Merkez Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34077, Türkiye"
KAĞITHANE GARAJI,"Talatpaşa Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34398, Türkiye"
KAĞITHANE GARAJI,"Merkez Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34406, Türkiye"
SADABAD,"Talatpaşa Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34398, Türkiye"
SADABAD,"Merkez Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34406, Türkiye"
KAĞITHANE BELEDİYESİ,"Gürsel Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, Türkiye"
KAĞITHANE BELEDİYESİ,"Merkez Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34406, Türkiye"
KAĞITHANE,"Merkez Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34406, Türkiye"
KAĞITHANE,"Merkez Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34406, Türkiye"
KAĞITHANE,"Merkez Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34406, Türkiye"
AVCILAR MRK.ÜNV.KMP,"Merkez Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
GÜZELYURT,"Yakuplu Mahallesi, İstanbul, Marmara Bölgesi, 34524, Türkiye"
İZZET ÜNVER LİSESİ,"Akıncılar Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
İZZET ÜNVER.LİSESİ,"Akıncılar Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
TİRYAKİ H.PAŞA İÖO,"Tuna Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
BAŞAKŞEHİR YOLU,"Başakşehir Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34480, Türkiye"
TEMA İstanbul,"Atakent Mahallesi, İstanbul, Marmara Bölgesi, 34307, Türkiye"
Minibüs Durağı,"Ortaköy Mahallesi, Silivri, İstanbul, Marmara Bölgesi, 34592, Türkiye"
Minibüs Durağı,"Yeni Mahalle, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Alibey Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Alibey Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Piri Mehmet Paşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Piri Mehmet Paşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Mimar Sinan Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Mimar Sinan Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Alipaşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Büyükkılıçlı Mahallesi, Silivri, İstanbul, Marmara Bölgesi, 34582, Türkiye"
Minibüs Durağı,"Büyükkılıçlı Mahallesi, Silivri, İstanbul, Marmara Bölgesi, 34582, Türkiye"
Minibüs Durağı,"Büyükkılıçlı Mahallesi, Silivri, İstanbul, Marmara Bölgesi, 34582, Türkiye"
Minibüs Durağı,"Gazitepe Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Semizkumlar Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Muratbey Merkez Mahallesi, Çatalca, İstanbul, Marmara Bölgesi, 34540, Türkiye"
Minibüs Durağı,"Muratbey Merkez Mahallesi, Çatalca, İstanbul, Marmara Bölgesi, 34540, Türkiye"
Minibüs Durağı,"Muratbey Merkez Mahallesi, Çatalca, İstanbul, Marmara Bölgesi, 34540, Türkiye"
Minibüs Durağı,"Ferhatpaşa Mahallesi, Çatalca, İstanbul, Marmara Bölgesi, 34540, Türkiye"
Minibüs Durağı,"Ferhatpaşa Mahallesi, Çatalca, İstanbul, Marmara Bölgesi, 34540, Türkiye"
Minibüs Durağı,"Ferhatpaşa Mahallesi, Çatalca, İstanbul, Marmara Bölgesi, 34540, Türkiye"
Minibüs Durağı,"Celaliye Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34534, Türkiye"
Minibüs Durağı,"Kumburgaz Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Bahçelievler Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Atatürk Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
Minibüs Durağı,"Karaağaç Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
Minibüs Durağı,"Fatih Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
Minibüs Durağı,"Atatürk Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
Minibüs Durağı,"19 Mayıs Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Murat Çeşme Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Gürpınar Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
Minibüs Durağı,"Gürpınar Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
Minibüs Durağı,"Gürpınar Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
Minibüs Durağı,"Dereağzı Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
Minibüs Durağı,"Dereağzı Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
Minibüs Durağı,"Dereağzı Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
Minibüs Durağı,"Kavaklı Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
Minibüs Durağı,"Kavaklı Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
Minibüs Durağı,"Kavaklı Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
Minibüs Durağı,"Barış Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
Minibüs Durağı,"Barış Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
Minibüs Durağı,"Barış Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
KALYON SOKAK,"Hürriyet Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
ÇİNÇİNDERE CADDESİ,"Menderes Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
ÇİNÇİNDERE CADDESİ,"Menderes Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
FATİH MAHALLESİ,"Kazım Karabekir Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
FATİH MAHALLESİ,"Fatih Mahallesi, Esenler, İstanbul, Marmara Bölgesi, 34225, Türkiye"
ÜÇYÜZLÜ,"Fatih Mahallesi, Esenler, İstanbul, Marmara Bölgesi, 34225, Türkiye"
ÜÇYÜZLÜ,"Menderes Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
BARUTHANE,"Ataköy 7-8-9-10. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34156, Türkiye"
CUMHURİYET LİSESİ,"Ataköy 7-8-9-10. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34156, Türkiye"
UĞUR MUMCU BULVARI,"Ataköy 7-8-9-10. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34156, Türkiye"
UĞUR MUMCU BULVARI,"Ataköy 7-8-9-10. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34156, Türkiye"
ATAKÖY 4.KISIM,"Ataköy 3-4-11. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
ATAKÖY 3.KISIM,"Ataköy 3-4-11. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
ATAKÖY 3.KISIM,"Ataköy 3-4-11. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
MAKBULE ATADAN,"Ataköy 3-4-11. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
MAKBULE ATADAN,"Ataköy 3-4-11. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
SELVİ SOKAK,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
SELVİ SOKAK,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
DİNAR SOKAK,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
AYAZMA CADDESİ,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
ORTA MAHALLE,"Orta Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BAĞ SOKAK,"Atatürk Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34764, Türkiye"
MENEKŞE SOKAK,"Atatürk Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34764, Türkiye"
KARAKOL,"Şifa Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34950, Türkiye"
TÜRK TELEKOM,"Acıbadem Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34660, Türkiye"
GONCA SOKAK,"Bahçelievler Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34893, Türkiye"
GONCA SOKAK,"Bahçelievler Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34893, Türkiye"
ÜSKÜDAR CADDESİ,"Çavuş Mahallesi, İstanbul, Marmara Bölgesi, 34980, Türkiye"
KÖMÜRCÜODA SAPAĞI,"Kömürlük Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SELÇUK SOKAK,"Cumhuriyet Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
SELÇUK SOKAK,"Cumhuriyet Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
KARTANESİ SOKAK,"Hürriyet Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
KARTANESİ SOKAK,"Hürriyet Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
44 EVLER SİTESİ,"Çayırbaşı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ALEV SOKAK,"Yakacık Çarşı Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
LİDER SOKAK,"Hürriyet Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
TURNA SOKAK,"Yakacık Çarşı Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
KARACA SOKAK,"Yakacık Çarşı Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
YALNIZ SELVİ CADDESİ,"Orta Mahalle, Kartal, İstanbul, Marmara Bölgesi, 34880, Türkiye"
MUSTAFA VASIF İ.Ö.O,"Necip Fazıl Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
KEMERDERE,"Necip Fazıl Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
ŞİRİNDERE,"Yunus Emre Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
YAYLA KÖYÜ MUHTARLIK,"Yayla Mahallesi, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
YAYLA KÖYÜ MUHTARLIK,"Yayla Mahallesi, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
YAYLATEPE,"Yayla Mahallesi, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
YAYLATEPE,"Yayla Mahallesi, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
PİRİNÇÇİ KÖYYOLU,"Yayla Mahallesi, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
PİRİNÇÇİ KÖYYOLU,"Yayla Mahallesi, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
BAYRAMPAŞA YEŞİLCAMİ,"İsmetpaşa Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, Türkiye"
ÇEVİKKUVVET,"Maltepe Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34010, Türkiye"
1527.SOKAK,"Çınar Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HZ. İBRAHİM CAMİİ,"Pınar Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HZ. İBRAHİM CAMİİ,"Çınar Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KAZIM KARABEKİR İÖO,"Kazım Karabekir Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
Hacı Eşref Sk.,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
Altunizade Bağ Sk.,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
Altunizade Bağ Sk.,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
Çiftçi Ali Sk.,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
Gürbüzler Cad.,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
Gürbüzler Cad.,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
Çimen Sk.,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
Barika Sk.,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
Topçular Cad.,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
Lise Arkası Sk.,"Merkez Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
Gazi Osmanpaşa Cad.,"Esentepe Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
Yıldıztabya Alibeyköy Cad.,"Esentepe Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
Asaf Başpınar Sk.,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
Topçular Cad.,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
Eyüp Sultan Bulvarı,"Defterdar Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
2. Kuyu Sk.,"Yıldıztabya Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34240, Türkiye"
Mera Sk.,"Yenimahalle Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34142, Türkiye"
Demirhane Cad.,"Kazlıçeşme Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34020, Türkiye"
Karakol Sk.,"Yenimahalle Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34142, Türkiye"
İstanbul Cad.,"Yenimahalle Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34142, Türkiye"
İstanbul Cad.,"Sakızağacı Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34142, Türkiye"
İstanbul Cad.,"Yenimahalle Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34142, Türkiye"
İstanbul Cad.,"Sakızağacı Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34142, Türkiye"
İstanbul Cad.,"Sakızağacı Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34142, Türkiye"
İstanbul Cad.,"Sakızağacı Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34142, Türkiye"
GÖKTÜRK MERKEZ CAMİİ,"Göktürk Merkez Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34077, Türkiye"
KUMRU SOKAK,"Petrol-İş Mahallesi, İstanbul, Marmara Bölgesi, 34862, Türkiye"
MECİDİYE,"Turgut Reis Mahallesi, İstanbul, Marmara Bölgesi, 34930, Türkiye"
UZUNDERE,"Mecidiye Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
AHMET YESEVİ,"Mecidiye Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MECİDİYE CADDESİ,"Mecidiye Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HAMZABEY SOKAK,"Mecidiye Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
AKŞEMSETTİN,"Akşemsettin Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
EROL SOKAK,"Altınşehir Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
ŞERİF ALİ YOLU CD.,"Küçükbakkalköy Mahallesi, İstanbul, 34750, Türkiye"
YEŞİLIRMAK SOKAK,"Mecidiye Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
PAZAR SOKAK,"Mecidiye Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
PAZAR SOKAK,"Mecidiye Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ALAATTİN CAMİİ,"Osmangazi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ALAATTİN CAMİİ,"Osmangazi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
